run_id,run_started_at,run_finished_at,post_id,post_type,slide_number,kind,url,downloaded,status_code,error_type,error_message,saved_filename,local_path,attempts,duration_sec,error_bucket
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3834753934065553649,GraphVideo,1,video,https://instagram.fbkk7-3.fna.fbcdn.net/o1/v/t2/f2/m86/AQMOh3FTDdfvr1bjPlLAKQB6Rg-pyrBi0oBrcIVLkei0xkwwocHp9cIjCPjjXew-noBgpvzXz17MUEko5ylu_4iQxicaVadX2P7X0SA.mp4?_nc_cat=108&_nc_oc=AdnzKkhZWaP2gxXXULLS_E0vz9kMab_cqNVaSYsPPAorYSp3GxjJWDniWP9Cg-BAtNI&_nc_sid=5e9851&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_ohc=t9ae2EElg6EQ7kNvwGJMxzT&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc5NDE4NDQ2MzQxMTc4MzQsImFzc2V0X2FnZV9kYXlzIjoxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6NSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&_nc_zt=28&vs=d0c506b8b429aa7c&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yMjQ0NEUxQjkzNkY1ODcwODU2QTAxODVBMjdCNjc4RF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzhFNENBREFCMzA3ODM4RUIxOUZFRjU0MEIxM0U3NUI5X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaUm8HA54DfPxUCKAJDMywXQBQAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&oh=00_Aftzbkb4r5S46M0Z0ks-w4cHcR1WADdS25udcMiVzpuF8w&oe=6997E559,TRUE,,,,3834753934065553649.mp4,Instagram/posts_info/Downloads/3834753934065553649.mp4,0,0.001,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3834664334044237488,GraphSidecar,1,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/634340421_18575307199059271_3913940534898809985_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=-PtLVq9Z-dgQ7kNvwHInP5Y&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AfsuDaSP-Kw2oVyFg25jk6xHlxKIPa9MuL8-HVzl60oFMA&oe=699BE1A9&_nc_sid=bc0c2c,TRUE,,,,3834664334044237488_1.jpg,Instagram/posts_info/Downloads/3834664334044237488_1.jpg,0,0.0004,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3834664334044237488,GraphSidecar,2,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/634705909_18575307226059271_6151318944966380861_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=SES3gFYuRiUQ7kNvwHSpZKw&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AfuNL6ZPy3WF5iT9aQ9cJFtwuoPjn8GNuc02nM9NBexAHg&oe=699BD821&_nc_sid=bc0c2c,TRUE,,,,3834664334044237488_2.jpg,Instagram/posts_info/Downloads/3834664334044237488_2.jpg,0,0.0007,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3834664334044237488,GraphSidecar,3,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/634259510_18575307250059271_5920026212326758819_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=pEus9QNFBFcQ7kNvwEcELfa&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AfthZZLmVTj77F2MOesoKF8igCAbpDh20q_focbFv9SzZA&oe=699BE632&_nc_sid=bc0c2c,TRUE,,,,3834664334044237488_3.jpg,Instagram/posts_info/Downloads/3834664334044237488_3.jpg,0,0.0004,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3834664334044237488,GraphSidecar,4,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/634989760_18575307268059271_4282809863018982402_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=ZU7aqXAcqKUQ7kNvwFrGj9h&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AfsK9vovJ1xRwaZfc5PZhNbL1X9tXipvnLm8vJd9TPu4Fg&oe=699BFD5B&_nc_sid=bc0c2c,TRUE,,,,3834664334044237488_4.jpg,Instagram/posts_info/Downloads/3834664334044237488_4.jpg,0,0.0003,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3834664334044237488,GraphSidecar,5,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/634683180_18575307295059271_4916409216731511584_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=kiJChW4xD_AQ7kNvwG7fZle&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AftisBGGXz0sSnaM2yNQu3UxzG-szCVnkIzaUkOxCnPZog&oe=699C058D&_nc_sid=bc0c2c,TRUE,,,,3834664334044237488_5.jpg,Instagram/posts_info/Downloads/3834664334044237488_5.jpg,0,0.0008,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3834664334044237488,GraphSidecar,6,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/636907675_18575307310059271_6294363158983024175_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=fL5VU-zPIhIQ7kNvwHLprKB&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_Afvi1qpHgySMphE1vd3aZUTrxlnq8zGvVQKMJSXZKahF7w&oe=699BDA80&_nc_sid=bc0c2c,TRUE,,,,3834664334044237488_6.jpg,Instagram/posts_info/Downloads/3834664334044237488_6.jpg,0,0.0006,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3834664334044237488,GraphSidecar,7,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/634151955_18575307328059271_1294144258526806256_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=7wWV9HQ6fKEQ7kNvwFcaD65&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AftKtTWnaNXj1vDmX0NpQ-Dq7T3JoOS1yXIijLYhCKFVnQ&oe=699BFC4D&_nc_sid=bc0c2c,TRUE,,,,3834664334044237488_7.jpg,Instagram/posts_info/Downloads/3834664334044237488_7.jpg,0,0.0005,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3833886396759739422,GraphSidecar,1,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/637094195_18575091352059271_4896698925554855145_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=-RRfrH0T0EQQ7kNvwHoyg_a&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AfsgkPKV8uoi512jOdCPvyqFPEOZ6LrI8fatuk3HU-bxUA&oe=699BD852&_nc_sid=bc0c2c,TRUE,,,,3833886396759739422_1.webp,Instagram/posts_info/Downloads/3833886396759739422_1.webp,0,0.0009,
20260219_171553,2026-02-19T17:15:53Z,2026-02-19T17:16:45Z,3833886396759739422,GraphSidecar,2,carousel_slide,https://instagram.fbkk7-3.fna.fbcdn.net/v/t51.2885-15/634497315_18575091361059271_9015665783067813915_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fbkk7-3.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFzM4e_atKKHHV5SZmiR8d2n_o8aLooD6rLxBEGZjJnOO6R4Q4O1TdGfRJHehWoYyw&_nc_ohc=ThF07Sk6V4wQ7kNvwGFerVh&_nc_gid=15d6JgrG-GxxCiEZDXd94Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AfsGyKqXsx-cYSoFaNruy7iRK_SoT5qjcTFzXDP2H0XyzA&oe=699BE58E&_nc_sid=bc0c2c,TRUE,,,,3833886396759739422_2.webp,Instagram/posts_info/Downloads/3833886396759739422_2.webp,0,0.0006,
